city,time,cams_pm2_5,cams_pm10,hour,day,month,day_of_week,pm2_5_lag_1,pm10_lag_1,pm2_5_rolling_3h,pm10_rolling_3h
Jakarta,2024-09-06 12:00:00,40.02140475,57.337162,12,6,9,4,44.1302175,63.3164055,66.38858475,94.47127983333333
Jakarta,2024-09-06 18:00:00,55.604459,79.2673525,18,6,9,4,40.02140475,57.337162,56.3742715,80.48287333333333
Jakarta,2024-09-07 00:00:00,92.669439,132.3169275,0,7,9,5,55.604459,79.2673525,46.58536041666667,66.64030666666667
Jakarta,2024-09-07 06:00:00,43.1243735,62.621212500000006,6,7,9,5,92.669439,132.3169275,62.765100916666675,89.64048066666665
Jakarta,2024-09-07 12:00:00,51.13042725,72.92101000000001,12,7,9,5,43.1243735,62.621212500000006,63.79942383333334,91.40183083333334
Jakarta,2024-09-07 18:00:00,94.1013785,133.62626,18,7,9,5,51.13042725,72.92101000000001,62.308079916666664,89.28638333333333
Jakarta,2024-09-08 00:00:00,98.70496,140.47196875,0,8,9,6,94.1013785,133.62626,62.78539308333333,89.7228275
Jakarta,2024-09-08 06:00:00,47.16889625,67.76997475,6,8,9,6,98.70496,140.47196875,81.31225525,115.67307958333333
Jakarta,2024-09-08 12:00:00,48.800075,69.84851075,12,8,9,6,47.16889625,67.76997475,79.99174491666668,113.95606783333334
Jakarta,2024-09-08 18:00:00,54.7601085,77.94108125,18,8,9,6,48.800075,69.84851075,64.89131041666667,92.69681808333333
Jakarta,2024-09-09 00:00:00,65.77533875,93.549601,0,9,9,0,54.7601085,77.94108125,50.24302658333334,71.85318891666667
Jakarta,2024-09-09 06:00:00,37.11994550000001,53.343001,6,9,9,0,65.77533875,93.549601,56.445174083333335,80.44639766666666
Jakarta,2024-09-09 12:00:00,46.628771,66.562848,12,9,9,0,37.11994550000001,53.343001,52.55179758333335,74.94456108333333
Jakarta,2024-09-09 18:00:00,59.50067775,84.6602855,18,9,9,0,46.628771,66.562848,49.84135175000001,71.15181666666668
Jakarta,2024-09-10 00:00:00,75.927005,108.081961,0,10,9,1,59.50067775,84.6602855,47.74979808333334,68.1887115
Jakarta,2024-09-10 06:00:00,47.26257375,67.842051,6,10,9,1,75.927005,108.081961,60.685484583333334,86.4350315
Jakarta,2024-09-10 12:00:00,64.71589225,91.98856874999998,12,10,9,1,47.26257375,67.842051,60.89675216666668,86.86143249999999
Jakarta,2024-09-10 18:00:00,67.34475775,95.849201,18,10,9,1,64.71589225,91.98856874999998,62.635157,89.30419358333332
Jakarta,2024-09-11 00:00:00,61.3513305,87.35497624999999,0,11,9,2,67.34475775,95.849201,59.77440791666667,85.22660691666665
Jakarta,2024-09-11 06:00:00,32.81138575,47.08942875,6,11,9,2,61.3513305,87.35497624999999,64.47066016666668,91.73091533333331
Jakarta,2024-09-11 12:00:00,53.626877,76.37169275,12,11,9,2,32.81138575,47.08942875,53.83582466666667,76.76453533333333
Jakarta,2024-09-11 18:00:00,84.6433185,120.11053,18,11,9,2,53.626877,76.37169275,49.26319775000001,70.27203258333333
Jakarta,2024-09-12 00:00:00,66.13308275,93.8861715,0,12,9,3,84.6433185,120.11053,57.02719375,81.19055049999999
Jakarta,2024-09-12 06:00:00,40.3736635,57.650253500000005,6,12,9,3,66.13308275,93.8861715,68.13442608333334,96.78946475
Jakarta,2024-09-12 12:00:00,44.350884,62.94987925,12,12,9,3,40.3736635,57.650253500000005,63.716688250000004,90.548985
Jakarta,2024-09-12 18:00:00,78.7275245,111.5447775,18,12,9,3,44.350884,62.94987925,50.28587675,71.49543475
Jakarta,2024-09-13 00:00:00,77.25748174999998,109.7537265,0,13,9,4,78.7275245,111.5447775,54.484024000000005,77.38163675
Jakarta,2024-09-13 06:00:00,44.6706275,63.88404475,6,13,9,4,77.25748174999998,109.7537265,66.77863008333334,94.74946108333332
Jakarta,2024-09-13 12:00:00,72.26299175,102.1518285,12,13,9,4,44.6706275,63.88404475,66.88521125,95.06084958333334
Jakarta,2024-09-13 18:00:00,107.53308375,152.31094625,18,13,9,4,72.26299175,102.1518285,64.730367,91.92986658333332
Jakarta,2024-09-14 00:00:00,115.5601725,164.001675,0,14,9,5,107.53308375,152.31094625,74.82223433333333,106.11560650000001
Jakarta,2024-09-14 06:00:00,48.4380965,69.14012875,6,14,9,5,115.5601725,164.001675,98.45208266666667,139.48814991666669
Jakarta,2024-09-14 12:00:00,74.534001,105.279695,12,14,9,5,48.4380965,69.14012875,90.51045091666667,128.48425
Jakarta,2024-09-14 18:00:00,112.64703025,159.19295,18,14,9,5,74.534001,105.279695,79.51075666666667,112.80716625000002
Jakarta,2024-09-15 00:00:00,111.5721775,157.20854500000002,0,15,9,6,112.64703025,159.19295,78.53970925,111.20425791666668
Jakarta,2024-09-15 06:00:00,55.45933925,78.20404,6,15,9,6,111.5721775,157.20854500000002,99.58440291666666,140.5603966666667
Jakarta,2024-09-15 12:00:00,66.81033000000001,93.830494,12,15,9,6,55.45933925,78.20404,93.22618233333334,131.53517833333336
Jakarta,2024-09-15 18:00:00,121.29984849999998,171.14081249999998,18,15,9,6,66.81033000000001,93.830494,77.94728225000001,109.74769300000003
Jakarta,2024-09-16 00:00:00,98.9985825,139.86556,0,16,9,0,121.29984849999998,171.14081249999998,81.18983924999999,114.39178216666669
Jakarta,2024-09-16 06:00:00,38.5633145,54.5229295,6,16,9,0,98.9985825,139.86556,95.70292033333334,134.94562216666665
Jakarta,2024-09-16 12:00:00,52.23935775,73.58329375,12,16,9,0,38.5633145,54.5229295,86.28724849999999,121.84310066666666
Jakarta,2024-09-16 18:00:00,91.84745525,129.91353,18,16,9,0,52.23935775,73.58329375,63.26708491666667,89.32392775000001
Jakarta,2024-09-17 00:00:00,90.25606575,127.8950775,0,17,9,1,91.84745525,129.91353,60.88337583333333,86.00658441666667
Jakarta,2024-09-17 06:00:00,33.93515175,48.12898175,6,17,9,1,90.25606575,127.8950775,78.11429291666667,110.46396708333334
Jakarta,2024-09-17 12:00:00,50.479940500000005,71.1404485,12,17,9,1,33.93515175,48.12898175,72.01289091666668,101.97919641666668
Jakarta,2024-09-17 18:00:00,78.980931,111.4290475,18,17,9,1,50.479940500000005,71.1404485,58.22371933333334,82.38816925000002
Jakarta,2024-09-18 00:00:00,67.19693649999999,95.09488975,0,18,9,2,78.980931,111.4290475,54.465341083333335,76.89949258333336
Jakarta,2024-09-18 06:00:00,29.9763765,42.684520500000005,6,18,9,2,67.19693649999999,95.09488975,65.55260266666666,92.55479525
Jakarta,2024-09-18 12:00:00,40.50156075,57.240187,12,18,9,2,29.9763765,42.684520500000005,58.71808133333334,83.06948591666668
Jakarta,2024-09-18 18:00:00,89.87669374999999,127.18001625,18,18,9,2,40.50156075,57.240187,45.89162458333333,65.00653241666667
Jakarta,2024-09-19 00:00:00,78.13986324999999,110.750761,0,19,9,3,89.87669374999999,127.18001625,53.45154366666666,75.70157458333334
Jakarta,2024-09-19 06:00:00,39.538832500000005,56.124578,6,19,9,3,78.13986324999999,110.750761,69.50603924999999,98.39032141666668
Jakarta,2024-09-19 12:00:00,47.8245,67.59023549999999,12,19,9,3,39.538832500000005,56.124578,69.18512983333333,98.01845175000001
Jakarta,2024-09-19 18:00:00,79.07527624999999,111.784545,18,19,9,3,47.8245,67.59023549999999,55.16773191666667,78.1551915
Jakarta,2024-09-20 00:00:00,115.87962875,163.8857735,0,20,9,4,79.07527624999999,111.784545,55.479536249999995,78.49978616666668
Jakarta,2024-09-20 06:00:00,56.1167615,79.36228025,6,20,9,4,115.87962875,163.8857735,80.92646833333332,114.42018466666667
Jakarta,2024-09-20 12:00:00,52.49245275,73.9984785,12,20,9,4,56.1167615,79.36228025,83.69055549999999,118.34419958333335
Jakarta,2024-09-20 18:00:00,59.80649474999999,84.493023,18,20,9,4,52.49245275,73.9984785,74.82961433333334,105.74884408333334
Jakarta,2024-09-21 00:00:00,66.87682325,94.70835475,0,21,9,5,59.80649474999999,84.493023,56.13856966666666,79.28459391666667
Jakarta,2024-09-21 06:00:00,47.46152575,67.3286985,6,21,9,5,66.87682325,94.70835475,59.725256916666666,84.39995208333333
Jakarta,2024-09-21 12:00:00,50.17125175,70.87658024999999,12,21,9,5,47.46152575,67.3286985,58.048281249999995,82.17669208333332
Jakarta,2024-09-21 18:00:00,74.1127625,104.725415,18,21,9,5,50.17125175,70.87658024999999,54.836533583333335,77.63787783333333
Jakarta,2024-09-22 00:00:00,116.7053385,164.445965,0,22,9,6,74.1127625,104.725415,57.248513333333335,80.97689791666666
Jakarta,2024-09-22 06:00:00,66.185976,93.1595975,6,22,9,6,116.7053385,164.445965,80.32978425,113.34932008333334
Jakarta,2024-09-22 12:00:00,64.61778125000001,90.552021,12,22,9,6,66.185976,93.1595975,85.66802566666667,120.7769925
Jakarta,2024-09-22 18:00:00,73.97761625,103.42466875,18,22,9,6,64.61778125000001,90.552021,82.50303191666667,116.05252783333333
Jakarta,2024-09-23 00:00:00,98.261695,137.97671250000002,0,23,9,0,73.97761625,103.42466875,68.26045783333332,95.71209575
Jakarta,2024-09-23 06:00:00,63.894815,90.0178635,6,23,9,0,98.261695,137.97671250000002,78.95236416666667,110.65113408333333
Jakarta,2024-09-23 12:00:00,60.73295775,85.6900325,12,23,9,0,63.894815,90.0178635,78.71137541666667,110.47308158333335
Jakarta,2024-09-23 18:00:00,76.40304025,107.9700975,18,23,9,0,60.73295775,85.6900325,74.29648925000001,104.56153616666667
Jakarta,2024-09-24 00:00:00,96.06509625,135.8002915,0,24,9,1,76.40304025,107.9700975,67.010271,94.55933116666667
Jakarta,2024-09-24 06:00:00,68.07420075,96.268195,6,24,9,1,96.06509625,135.8002915,77.73369808333334,109.82014049999998
Jakarta,2024-09-24 12:00:00,75.15185875,106.10836,12,24,9,1,68.07420075,96.268195,80.18077908333333,113.34619466666665
Jakarta,2024-09-24 18:00:00,104.17537,147.284765,18,24,9,1,75.15185875,106.10836,79.76371858333334,112.72561549999999
Jakarta,2024-09-25 00:00:00,124.3738565,175.9032075,0,25,9,2,104.17537,147.284765,82.46714316666667,116.55377333333333
Jakarta,2024-09-25 06:00:00,67.5066755,95.41076875,6,25,9,2,124.3738565,175.9032075,101.23369508333333,143.0987775
Jakarta,2024-09-25 12:00:00,70.549106,99.5083835,12,25,9,2,67.5066755,95.41076875,98.68530066666666,139.53291375
Jakarta,2024-09-25 18:00:00,94.67794375,133.7859325,18,25,9,2,70.549106,99.5083835,87.476546,123.60745325
Jakarta,2024-09-26 00:00:00,104.9859275,148.62484975,0,26,9,3,94.67794375,133.7859325,77.57790841666667,109.56836158333333
Jakarta,2024-09-26 06:00:00,49.416911,69.89989775,6,26,9,3,104.9859275,148.62484975,90.07099241666667,127.30638858333334
Jakarta,2024-09-26 12:00:00,57.238736,80.85373874999999,12,26,9,3,49.416911,69.89989775,83.02692741666668,117.43689333333333
Jakarta,2024-09-26 18:00:00,96.3194115,136.34087474999998,18,26,9,3,57.238736,80.85373874999999,70.54719150000001,99.79282875
Jakarta,2024-09-27 00:00:00,70.74669425,100.3670315,0,27,9,4,96.3194115,136.34087474999998,67.65835283333334,95.69817041666666
Jakarta,2024-09-27 06:00:00,35.48009925,50.361736,6,27,9,4,70.74669425,100.3670315,74.76828058333335,105.85388166666667
Jakarta,2024-09-27 12:00:00,50.8979095,72.1088315,12,27,9,4,35.48009925,50.361736,67.51540166666668,95.68988075
Jakarta,2024-09-27 18:00:00,80.911263,114.6867115,18,27,9,4,50.8979095,72.1088315,52.374901,74.27919966666666
Jakarta,2024-09-28 00:00:00,99.60763225,141.1585225,0,28,9,5,80.911263,114.6867115,55.76309058333334,79.05242633333333
Jakarta,2024-09-28 06:00:00,50.9129455,72.189778,6,28,9,5,99.60763225,141.1585225,77.13893491666668,109.31802183333332
Jakarta,2024-09-28 12:00:00,60.626007,85.85976675,12,28,9,5,50.9129455,72.189778,77.14394691666668,109.345004
Jakarta,2024-09-28 18:00:00,84.674469,120.01583999999998,18,28,9,5,60.626007,85.85976675,70.38219491666668,99.73602241666667
Jakarta,2024-09-29 00:00:00,132.32289749999998,187.70686,0,29,9,6,84.674469,120.01583999999998,65.40447383333334,92.68846158333334
Jakarta,2024-09-29 06:00:00,53.66445075000001,76.5163,6,29,9,6,132.32289749999998,187.70686,92.54112449999998,131.19415558333333
Jakarta,2024-09-29 12:00:00,52.2243235,74.27212225,12,29,9,6,53.66445075000001,76.5163,90.22060575,128.07966666666667
Jakarta,2024-09-29 18:00:00,88.440174,125.5592535,18,29,9,6,52.2243235,74.27212225,79.40389058333334,112.83176074999999
Jakarta,2024-09-30 00:00:00,93.72092875,133.2423375,0,30,9,0,88.440174,125.5592535,64.77631608333333,92.11589191666667
Jakarta,2024-09-30 06:00:00,41.38820475,59.134352,6,30,9,0,93.72092875,133.2423375,78.12847541666666,111.02457108333333
Jakarta,2024-09-30 12:00:00,69.03789525,97.973355,12,30,9,0,41.38820475,59.134352,74.51643583333333,105.97864766666665
Jakarta,2024-09-30 18:00:00,113.941469,161.8642485,18,30,9,0,69.03789525,97.973355,68.04900958333333,96.78334816666666
Jakarta,2024-10-01 00:00:00,111.46508375,158.50207500000002,0,1,10,1,113.941469,161.8642485,74.78918966666667,106.32398516666667
Jakarta,2024-10-01 06:00:00,42.76435475,61.18662449999999,6,1,10,1,111.46508375,158.50207500000002,98.14814933333334,139.4465595
Jakarta,2024-10-01 12:00:00,91.8708175,130.217675,12,1,10,1,42.76435475,61.18662449999999,89.3903025,127.18431600000001
Jakarta,2024-10-01 18:00:00,89.355181,127.011574,18,1,10,1,91.8708175,130.217675,82.03341866666666,116.63545816666668
Jakarta,2024-10-02 00:00:00,151.2192675,215.3753375,0,2,10,2,89.355181,127.011574,74.66345108333333,106.13862449999999
Jakarta,2024-10-02 06:00:00,70.9521825,101.8686925,6,2,10,2,151.2192675,215.3753375,110.81508866666667,157.53486216666667
Jakarta,2024-10-02 12:00:00,78.52366925,111.6791835,12,2,10,2,70.9521825,101.8686925,103.84221033333334,148.08520133333334
Jakarta,2024-10-02 18:00:00,83.56367725,118.56536625,18,2,10,2,78.52366925,111.6791835,100.23170641666667,142.9744045
Jakarta,2024-10-03 00:00:00,77.6744305,110.310679,0,3,10,3,83.56367725,118.56536625,77.679843,110.70441408333333
Jakarta,2024-10-03 06:00:00,45.715353,65.30569775000001,6,3,10,3,77.6744305,110.310679,79.92059233333333,113.51840958333332
Jakarta,2024-10-03 12:00:00,64.6687675,91.40097825,12,3,10,3,45.715353,65.30569775000001,68.98448691666667,98.060581
Jakarta,2024-10-03 18:00:00,95.8009425,135.1177725,18,3,10,3,64.6687675,91.40097825,62.68618366666667,89.005785
Jakarta,2024-10-04 00:00:00,120.3525815,169.6359375,0,4,10,4,95.8009425,135.1177725,68.72835433333334,97.27481616666667
Jakarta,2024-10-04 06:00:00,59.9666235,84.16333225,6,4,10,4,120.3525815,169.6359375,93.6074305,132.05156275000002
Jakarta,2024-10-04 12:00:00,75.5691765,105.8001525,12,4,10,4,59.9666235,84.16333225,92.04004916666668,129.63901408333334
Jakarta,2024-10-04 18:00:00,114.989175,161.7609075,18,4,10,4,75.5691765,105.8001525,85.29612716666666,119.86647408333334
Jakarta,2024-10-05 00:00:00,84.483105,119.134485,0,5,10,5,114.989175,161.7609075,83.508325,117.24146408333336
Jakarta,2024-10-05 06:00:00,42.0931775,59.14540675,6,5,10,5,84.483105,119.134485,91.68048549999999,128.898515
Jakarta,2024-10-05 12:00:00,57.46852499999999,80.71754225000001,12,5,10,5,42.0931775,59.14540675,80.52181916666667,113.34693308333335
Jakarta,2024-10-05 18:00:00,94.395716,133.2332415,18,5,10,5,57.46852499999999,80.71754225000001,61.34826916666666,86.332478
Jakarta,2024-10-06 00:00:00,111.367455,157.51686750000002,0,6,10,6,94.395716,133.2332415,64.65247283333333,91.0320635
Jakarta,2024-10-06 06:00:00,57.71767125,81.55018399999999,6,6,10,6,111.367455,157.51686750000002,87.74389866666667,123.82255041666667
Jakarta,2024-10-06 12:00:00,71.31620849999999,100.699709,12,6,10,6,57.71767125,81.55018399999999,87.82694741666667,124.10009766666667
Jakarta,2024-10-06 18:00:00,99.93951,141.33019000000002,18,6,10,6,71.31620849999999,100.699709,80.13377825,113.25558683333334
Jakarta,2024-10-07 00:00:00,105.242464,148.9067925,0,7,10,0,99.93951,141.33019000000002,76.32446325000001,107.86002766666668
Jakarta,2024-10-07 06:00:00,42.47726775,60.3005785,6,7,10,0,105.242464,148.9067925,92.16606083333333,130.31223050000003
Jakarta,2024-10-07 12:00:00,73.200794,103.49737025,12,7,10,0,42.47726775,60.3005785,82.55308058333334,116.84585366666668
Jakarta,2024-10-07 18:00:00,121.540495,172.263075,18,7,10,0,73.200794,103.49737025,73.64017525000001,104.23491375000002
Jakarta,2024-10-08 00:00:00,112.8969985,160.26672125,0,8,10,1,121.540495,172.263075,79.07285225000003,112.02034125
Jakarta,2024-10-08 06:00:00,47.0669755,67.12997474999999,6,8,10,1,112.8969985,160.26672125,102.54609583333335,145.34238883333333
Jakarta,2024-10-08 12:00:00,57.6176835,81.497545,12,8,10,1,47.0669755,67.12997474999999,93.83482300000001,133.21992366666666
Jakarta,2024-10-08 18:00:00,101.69611575,143.80686,18,8,10,1,57.6176835,81.497545,72.52721916666667,102.96474699999999
Jakarta,2024-10-09 00:00:00,85.2226665,120.74329249999998,0,9,10,2,101.69611575,143.80686,68.79359158333334,97.47812658333334
Jakarta,2024-10-09 06:00:00,49.5359135,70.48061,6,9,10,2,85.2226665,120.74329249999998,81.51215525000002,115.34923250000001
Jakarta,2024-10-09 12:00:00,72.45682675,102.19128,12,9,10,2,49.5359135,70.48061,78.81823191666668,111.67692083333334
Jakarta,2024-10-09 18:00:00,97.57599125,137.8776925,18,9,10,2,72.45682675,102.19128,69.07180225,97.80506083333334
Jakarta,2024-10-10 00:00:00,102.034136,144.4491325,0,10,10,3,97.57599125,137.8776925,73.18957716666667,103.5165275
Jakarta,2024-10-10 06:00:00,53.951453750000006,76.48481125,6,10,10,3,102.034136,144.4491325,90.68898466666667,128.17270166666665
Jakarta,2024-10-10 12:00:00,59.886986750000005,84.69237275,12,10,10,3,53.951453750000006,76.48481125,84.52052700000002,119.60387874999999
Jakarta,2024-10-10 18:00:00,71.75645899999999,101.4687435,18,10,10,3,59.886986750000005,84.69237275,71.95752550000002,101.87543883333335
Jakarta,2024-10-11 00:00:00,75.49948549999999,107.03331375,0,11,10,4,71.75645899999999,101.4687435,61.86496650000001,87.54864250000001
Jakarta,2024-10-11 06:00:00,35.15968675,50.09695775,6,11,10,4,75.49948549999999,107.03331375,69.04764375,97.73147666666667
Jakarta,2024-10-11 12:00:00,50.52541425,71.713827,12,11,10,4,35.15968675,50.09695775,60.80521041666666,86.19967166666667
Jakarta,2024-10-11 18:00:00,109.1722185,155.02234875,18,11,10,4,50.52541425,71.713827,53.728195500000005,76.28136616666666
Jakarta,2024-10-12 00:00:00,95.28162025,135.30416125000002,0,12,10,5,109.1722185,155.02234875,64.95243983333334,92.27771116666666
Jakarta,2024-10-12 06:00:00,46.705395,66.43801825,6,12,10,5,95.28162025,135.30416125000002,84.99308433333334,120.68011233333334
Jakarta,2024-10-12 12:00:00,52.537986,74.65280375,12,12,10,5,46.705395,66.43801825,83.71974458333334,118.92150941666667
Jakarta,2024-10-12 18:00:00,85.282635,120.9355075,18,12,10,5,52.537986,74.65280375,64.84166708333335,92.13166108333333
Jakarta,2024-10-13 00:00:00,78.5150865,111.572491,0,13,10,6,85.282635,120.9355075,61.50867200000001,87.34210983333332
Jakarta,2024-10-13 06:00:00,50.542609250000005,72.10906,6,13,10,6,78.5150865,111.572491,72.1119025,102.38693408333334
Jakarta,2024-10-13 12:00:00,58.32205875,82.7564865,12,13,10,6,50.542609250000005,72.10906,71.44677691666668,101.5390195
Jakarta,2024-10-13 18:00:00,102.82346375,145.7845535,18,13,10,6,58.32205875,82.7564865,62.459918166666675,88.81267916666667
Jakarta,2024-10-14 00:00:00,85.99371825,122.1221175,0,14,10,0,102.82346375,145.7845535,70.56271058333334,100.21669999999999
Jakarta,2024-10-14 06:00:00,54.26974775,77.20694775,6,14,10,0,85.99371825,122.1221175,82.37974691666668,116.88771916666666
Jakarta,2024-10-14 12:00:00,64.24298175,90.93571375,12,14,10,0,54.26974775,77.20694775,81.02897658333335,115.03787291666664
Jakarta,2024-10-14 18:00:00,71.73730325000001,101.6067025,18,14,10,0,64.24298175,90.93571375,68.16881591666667,96.75492633333333
Jakarta,2024-10-15 00:00:00,51.11371575,72.34871249999999,0,15,10,1,71.73730325000001,101.6067025,63.41667758333335,89.91645466666667
Jakarta,2024-10-15 06:00:00,38.85290325,55.01487975,6,15,10,1,51.11371575,72.34871249999999,62.364666916666685,88.29704291666667
Jakarta,2024-10-15 12:00:00,73.6622775,103.76726375,12,15,10,1,38.85290325,55.01487975,53.901307416666675,76.32343158333333
Jakarta,2024-10-15 18:00:00,102.89102150000002,145.2928025,18,15,10,1,73.6622775,103.76726375,54.54296550000001,77.04361866666666
Jakarta,2024-10-16 00:00:00,82.7517405,116.86825,0,16,10,2,102.89102150000002,145.2928025,71.80206741666667,101.35831533333334
Jakarta,2024-10-16 06:00:00,48.041557000000005,67.987599,6,16,10,2,82.7517405,116.86825,86.43501316666668,121.97610541666667
Jakarta,2024-10-16 12:00:00,82.412044,116.38565,12,16,10,2,48.041557000000005,67.987599,77.89477300000001,110.0495505
Jakarta,2024-10-16 18:00:00,95.971331,136.027494,18,16,10,2,82.412044,116.38565,71.06844716666667,100.413833
Jakarta,2024-10-17 00:00:00,86.4678775,122.75279399999998,0,17,10,3,95.971331,136.027494,75.47497733333334,106.80024766666668
Jakarta,2024-10-17 06:00:00,38.1409675,54.29328125,6,17,10,3,86.4678775,122.75279399999998,88.28375083333333,125.05531266666667
Jakarta,2024-10-17 12:00:00,60.151563,85.1121915,12,17,10,3,38.1409675,54.29328125,73.52672533333335,104.35785641666666
Jakarta,2024-10-17 18:00:00,90.29898275,127.97304,18,17,10,3,60.151563,85.1121915,61.58680266666668,87.38608891666665
Jakarta,2024-10-18 00:00:00,71.033738,100.7896335,0,18,10,4,90.29898275,127.97304,62.863837750000016,89.12617091666665
Jakarta,2024-10-18 06:00:00,38.43385375,54.62391099999999,6,18,10,4,71.033738,100.7896335,73.82809458333334,104.624955
Jakarta,2024-10-18 12:00:00,46.64025325,66.10855425,12,18,10,4,38.43385375,54.62391099999999,66.58885816666668,94.46219483333333
Jakarta,2024-10-18 18:00:00,64.16163975,90.9547565,18,18,10,4,46.64025325,66.10855425,52.03594833333335,73.84069958333333
Jakarta,2024-10-19 00:00:00,83.74775000000001,118.849925,0,19,10,5,64.16163975,90.9547565,49.745248916666675,70.56240724999999
Jakarta,2024-10-19 06:00:00,44.54335575,63.337608,6,19,10,5,83.74775000000001,118.849925,64.84988100000002,91.97107858333334
Jakarta,2024-10-19 12:00:00,57.59871175,81.530657,12,19,10,5,44.54335575,63.337608,64.15091516666668,91.04742983333334
Jakarta,2024-10-19 18:00:00,86.659839,122.7824685,18,19,10,5,57.59871175,81.530657,61.963272500000016,87.90606333333334
Jakarta,2024-10-20 00:00:00,47.23096975,66.97951,0,20,10,6,86.659839,122.7824685,62.933968833333346,89.21691116666666
Jakarta,2024-10-20 06:00:00,21.16030375,30.1102435,6,20,10,6,47.23096975,66.97951,63.829840166666685,90.4308785
Jakarta,2024-10-20 12:00:00,34.72230525,49.14838325,12,20,10,6,21.16030375,30.1102435,51.68370416666668,73.29074066666666
Jakarta,2024-10-20 18:00:00,86.8977275,123.24125025,18,20,10,6,34.72230525,49.14838325,34.37119291666668,48.74604558333334
Jakarta,2024-10-21 00:00:00,55.10298625,78.230985,0,21,10,0,86.8977275,123.24125025,47.59344550000001,67.499959
Jakarta,2024-10-21 06:00:00,27.7720885,39.54645,6,21,10,0,55.10298625,78.230985,58.90767300000002,83.54020616666666
Jakarta,2024-10-21 12:00:00,46.92554975,66.486677,12,21,10,0,27.7720885,39.54645,56.590934083333345,80.33956174999999
Jakarta,2024-10-21 18:00:00,97.93257,139.005351,18,21,10,0,46.92554975,66.486677,43.26687483333334,61.42137066666667
Jakarta,2024-10-22 00:00:00,79.38183325,112.7841635,0,22,10,1,97.93257,139.005351,57.54340275000001,81.67949266666666
Jakarta,2024-10-22 06:00:00,42.89728375,61.083653000000005,6,22,10,1,79.38183325,112.7841635,74.74665100000001,106.09206383333333
Jakarta,2024-10-22 12:00:00,49.8648655,70.8160995,12,22,10,1,42.89728375,61.083653000000005,73.40389566666668,104.29105583333335
Jakarta,2024-10-22 18:00:00,55.130328250000005,78.331141,18,22,10,1,49.8648655,70.8160995,57.38132750000002,81.56130533333334
Jakarta,2024-10-23 00:00:00,70.7636905,100.765873,0,23,10,2,55.130328250000005,78.331141,49.29749250000001,70.0769645
