city,time,cams_pm2_5,cams_pm10
Jakarta,2024-09-22 18:00:00,73.97761625,103.42466875000001
Jakarta,2024-09-23 00:00:00,98.26169499999999,137.97671250000002
Jakarta,2024-09-23 06:00:00,63.894814999999994,90.0178635
Jakarta,2024-09-23 12:00:00,60.73295775,85.6900325
Jakarta,2024-09-23 18:00:00,76.40304025,107.9700975
Jakarta,2024-09-24 00:00:00,96.06509625,135.8002915
Jakarta,2024-09-24 06:00:00,68.07420075,96.26819499999999
Jakarta,2024-09-24 12:00:00,75.15185875,106.10835999999999
Jakarta,2024-09-24 18:00:00,104.17537,147.284765
Jakarta,2024-09-25 00:00:00,124.3738565,175.9032075
Jakarta,2024-09-25 06:00:00,67.5066755,95.41076874999999
Jakarta,2024-09-25 12:00:00,70.549106,99.5083835
Jakarta,2024-09-25 18:00:00,94.67794375,133.7859325
Jakarta,2024-09-26 00:00:00,104.9859275,148.62484975
Jakarta,2024-09-26 06:00:00,49.416911,69.89989775
Jakarta,2024-09-26 12:00:00,57.238736,80.85373874999999
Jakarta,2024-09-26 18:00:00,96.3194115,136.34087474999998
Jakarta,2024-09-27 00:00:00,70.74669425,100.3670315
Jakarta,2024-09-27 06:00:00,35.48009925,50.361736
Jakarta,2024-09-27 12:00:00,50.8979095,72.1088315
Jakarta,2024-09-27 18:00:00,80.911263,114.68671149999999
Jakarta,2024-09-28 00:00:00,99.60763225000001,141.1585225
Jakarta,2024-09-28 06:00:00,50.9129455,72.189778
Jakarta,2024-09-28 12:00:00,60.626007,85.85976675
Jakarta,2024-09-28 18:00:00,84.674469,120.01583999999998
Jakarta,2024-09-29 00:00:00,132.32289749999998,187.70686
Jakarta,2024-09-29 06:00:00,53.66445075000001,76.5163
Jakarta,2024-09-29 12:00:00,52.2243235,74.27212225
Jakarta,2024-09-29 18:00:00,88.440174,125.55925350000001
Jakarta,2024-09-30 00:00:00,93.72092875,133.2423375
Jakarta,2024-09-30 06:00:00,41.38820475,59.134352
Jakarta,2024-09-30 12:00:00,69.03789525,97.973355
Jakarta,2024-09-30 18:00:00,113.94146900000001,161.8642485
Jakarta,2024-10-01 00:00:00,111.46508374999999,158.50207500000002
Jakarta,2024-10-01 06:00:00,42.76435475,61.18662449999999
Jakarta,2024-10-01 12:00:00,91.8708175,130.21767499999999
Jakarta,2024-10-01 18:00:00,89.355181,127.011574
Jakarta,2024-10-02 00:00:00,151.2192675,215.3753375
Jakarta,2024-10-02 06:00:00,70.9521825,101.8686925
Jakarta,2024-10-02 12:00:00,78.52366925,111.67918350000001
Jakarta,2024-10-02 18:00:00,83.56367725,118.56536625000001
Jakarta,2024-10-03 00:00:00,77.6744305,110.31067900000001
Jakarta,2024-10-03 06:00:00,45.715353,65.30569775000001
Jakarta,2024-10-03 12:00:00,64.6687675,91.40097825
Jakarta,2024-10-03 18:00:00,95.8009425,135.1177725
Jakarta,2024-10-04 00:00:00,120.35258149999999,169.6359375
Jakarta,2024-10-04 06:00:00,59.9666235,84.16333225
Jakarta,2024-10-04 12:00:00,75.5691765,105.80015250000001
Jakarta,2024-10-04 18:00:00,114.989175,161.7609075
Jakarta,2024-10-05 00:00:00,84.483105,119.134485
Jakarta,2024-10-05 06:00:00,42.0931775,59.14540675
Jakarta,2024-10-05 12:00:00,57.46852499999999,80.71754225000001
Jakarta,2024-10-05 18:00:00,94.395716,133.2332415
Jakarta,2024-10-06 00:00:00,111.367455,157.51686750000002
Jakarta,2024-10-06 06:00:00,57.71767125,81.55018399999999
Jakarta,2024-10-06 12:00:00,71.31620849999999,100.699709
Jakarta,2024-10-06 18:00:00,99.93951,141.33019000000002
Jakarta,2024-10-07 00:00:00,105.242464,148.9067925
Jakarta,2024-10-07 06:00:00,42.47726775,60.3005785
Jakarta,2024-10-07 12:00:00,73.200794,103.49737025
Jakarta,2024-10-07 18:00:00,121.540495,172.26307500000001
Jakarta,2024-10-08 00:00:00,112.89699850000001,160.26672125
Jakarta,2024-10-08 06:00:00,47.0669755,67.12997474999999
Jakarta,2024-10-08 12:00:00,57.6176835,81.497545
Jakarta,2024-10-08 18:00:00,101.69611575,143.80686
Jakarta,2024-10-09 00:00:00,85.2226665,120.74329249999998
Jakarta,2024-10-09 06:00:00,49.5359135,70.48061
Jakarta,2024-10-09 12:00:00,72.45682675,102.19128
Jakarta,2024-10-09 18:00:00,97.57599125,137.8776925
Jakarta,2024-10-10 00:00:00,102.034136,144.4491325
Jakarta,2024-10-10 06:00:00,53.951453750000006,76.48481125
Jakarta,2024-10-10 12:00:00,59.886986750000005,84.69237275
Jakarta,2024-10-10 18:00:00,71.75645899999999,101.4687435
Jakarta,2024-10-11 00:00:00,75.49948549999999,107.03331375
Jakarta,2024-10-11 06:00:00,35.15968675,50.09695775
Jakarta,2024-10-11 12:00:00,50.52541425,71.713827
Jakarta,2024-10-11 18:00:00,109.17221849999999,155.02234875
Jakarta,2024-10-12 00:00:00,95.28162024999999,135.30416125000002
Jakarta,2024-10-12 06:00:00,46.705394999999996,66.43801825
Jakarta,2024-10-12 12:00:00,52.537986000000004,74.65280375
Jakarta,2024-10-12 18:00:00,85.282635,120.9355075
Jakarta,2024-10-13 00:00:00,78.5150865,111.57249100000001
Jakarta,2024-10-13 06:00:00,50.542609250000005,72.10906
Jakarta,2024-10-13 12:00:00,58.32205875,82.7564865
Jakarta,2024-10-13 18:00:00,102.82346375,145.7845535
Jakarta,2024-10-14 00:00:00,85.99371825,122.12211749999999
Jakarta,2024-10-14 06:00:00,54.26974775,77.20694775
Jakarta,2024-10-14 12:00:00,64.24298175,90.93571375
Jakarta,2024-10-14 18:00:00,71.73730325000001,101.6067025
Jakarta,2024-10-15 00:00:00,51.113715750000004,72.34871249999999
Jakarta,2024-10-15 06:00:00,38.852903250000004,55.01487975
Jakarta,2024-10-15 12:00:00,73.6622775,103.76726375000001
Jakarta,2024-10-15 18:00:00,102.89102150000002,145.2928025
Jakarta,2024-10-16 00:00:00,82.7517405,116.86824999999999
Jakarta,2024-10-16 06:00:00,48.041557000000005,67.987599
Jakarta,2024-10-16 12:00:00,82.412044,116.38565
Jakarta,2024-10-16 18:00:00,95.971331,136.027494
Jakarta,2024-10-17 00:00:00,86.4678775,122.75279399999998
Jakarta,2024-10-17 06:00:00,38.140967499999995,54.29328125
Jakarta,2024-10-17 12:00:00,60.151562999999996,85.1121915
Jakarta,2024-10-17 18:00:00,90.29898275,127.97304000000001
Jakarta,2024-10-18 00:00:00,71.033738,100.7896335
Jakarta,2024-10-18 06:00:00,38.43385375,54.62391099999999
Jakarta,2024-10-18 12:00:00,46.64025325,66.10855425
Jakarta,2024-10-18 18:00:00,64.16163975,90.9547565
Jakarta,2024-10-19 00:00:00,83.74775000000001,118.849925
Jakarta,2024-10-19 06:00:00,44.543355749999996,63.337608
Jakarta,2024-10-19 12:00:00,57.59871175,81.530657
Jakarta,2024-10-19 18:00:00,86.659839,122.7824685
Jakarta,2024-10-20 00:00:00,47.23096975,66.97951
Jakarta,2024-10-20 06:00:00,21.16030375,30.1102435
Jakarta,2024-10-20 12:00:00,34.72230525,49.148383249999995
Jakarta,2024-10-20 18:00:00,86.8977275,123.24125025
Jakarta,2024-10-21 00:00:00,55.10298625,78.230985
Jakarta,2024-10-21 06:00:00,27.7720885,39.54645
Jakarta,2024-10-21 12:00:00,46.92554975,66.486677
Jakarta,2024-10-21 18:00:00,97.93257000000001,139.005351
Jakarta,2024-10-22 00:00:00,79.38183325,112.78416349999999
Jakarta,2024-10-22 06:00:00,42.89728375,61.083653000000005
Jakarta,2024-10-22 12:00:00,49.8648655,70.8160995
Jakarta,2024-10-22 18:00:00,55.130328250000005,78.331141
Jakarta,2024-10-23 00:00:00,70.7636905,100.76587300000001
Jakarta,2024-10-23 06:00:00,48.910238,69.98294424999999
Jakarta,2024-10-23 12:00:00,64.54972325000001,91.90293274999999
Jakarta,2024-10-23 18:00:00,65.71161875,93.4596195
Jakarta,2024-10-24 00:00:00,67.37110425000002,96.0548055
Jakarta,2024-10-24 06:00:00,56.162079500000004,80.2698575
Jakarta,2024-10-24 12:00:00,65.669454,93.4320775
Jakarta,2024-10-24 18:00:00,68.09057125000001,96.89014649999999
Jakarta,2024-10-25 00:00:00,47.271356499999996,67.2408765
Jakarta,2024-10-25 06:00:00,27.8227075,39.693604
Jakarta,2024-10-25 12:00:00,36.301159,51.651169749999994
Jakarta,2024-10-25 18:00:00,60.03747875,85.342435
Jakarta,2024-10-26 00:00:00,38.0957775,54.217025
Jakarta,2024-10-26 06:00:00,28.88532475,41.20794
Jakarta,2024-10-26 12:00:00,41.015567999999995,58.238611500000005
Jakarta,2024-10-26 18:00:00,57.555098,81.59082675
Jakarta,2024-10-27 00:00:00,44.21804125,62.74285525
Jakarta,2024-10-27 06:00:00,37.166771250000004,52.85839675
Jakarta,2024-10-27 12:00:00,50.3753705,71.424851
Jakarta,2024-10-27 18:00:00,69.49500200000001,98.4395575
Jakarta,2024-10-28 00:00:00,87.10355875,123.77427100000001
Jakarta,2024-10-28 06:00:00,59.2852135,84.32877250000001
Jakarta,2024-10-28 12:00:00,62.48572624999999,88.57042975
Jakarta,2024-10-28 18:00:00,67.3187525,95.29651374999999
Jakarta,2024-10-29 00:00:00,64.52194275000001,91.97344749999999
Jakarta,2024-10-29 06:00:00,40.877325,58.38686
Jakarta,2024-10-29 12:00:00,60.854474249999996,85.852805
Jakarta,2024-10-29 18:00:00,72.68573625,102.55774774999999
Jakarta,2024-10-30 00:00:00,76.86083,108.13951650000001
Jakarta,2024-10-30 06:00:00,49.057078,68.880538
Jakarta,2024-10-30 12:00:00,54.97685250000001,76.6623175
Jakarta,2024-10-30 18:00:00,69.78440499999999,97.8177175
Jakarta,2024-10-31 00:00:00,92.90630549999999,130.3367875
Jakarta,2024-10-31 06:00:00,59.55656925,82.843556
Jakarta,2024-10-31 12:00:00,72.19332999999999,100.1938025
Jakarta,2024-10-31 18:00:00,88.582965,123.359201
Jakarta,2024-11-01 00:00:00,53.98669625,75.90415449999999
Jakarta,2024-11-01 06:00:00,29.10874725,40.907081749999996
Jakarta,2024-11-01 12:00:00,34.36838375,48.44224475000001
Jakarta,2024-11-01 18:00:00,48.995019,69.1807155
Jakarta,2024-11-02 00:00:00,50.53954075,71.59963
Jakarta,2024-11-02 06:00:00,40.87546325,57.890375250000005
Jakarta,2024-11-02 12:00:00,53.982688499999995,76.34360975
Jakarta,2024-11-02 18:00:00,80.13515249999999,113.5835815
Jakarta,2024-11-03 00:00:00,76.755897,108.88049949999998
Jakarta,2024-11-03 06:00:00,44.24958875,62.728418500000004
Jakarta,2024-11-03 12:00:00,48.759446,69.0505725
Jakarta,2024-11-03 18:00:00,84.04734300000001,119.23168500000001
Jakarta,2024-11-04 00:00:00,56.64424075,80.43627975
Jakarta,2024-11-04 06:00:00,39.36533225,55.960840000000005
Jakarta,2024-11-04 12:00:00,53.64010725,76.07911825
Jakarta,2024-11-04 18:00:00,60.724801250000006,86.2359005
Jakarta,2024-11-05 00:00:00,51.70136325,73.47534875000001
Jakarta,2024-11-05 06:00:00,32.252472499999996,45.8299775
Jakarta,2024-11-05 12:00:00,72.43117675,102.75121575
Jakarta,2024-11-05 18:00:00,93.06734325,132.19687249999998
Jakarta,2024-11-06 00:00:00,72.90509475,103.626916
Jakarta,2024-11-06 06:00:00,31.88813475,45.302386250000005
Jakarta,2024-11-06 12:00:00,55.909935000000004,79.22184825
Jakarta,2024-11-06 18:00:00,113.0202915,160.41463050000002
Jakarta,2024-11-07 00:00:00,104.1453295,147.8811085
Jakarta,2024-11-07 06:00:00,48.95826975,69.4703315
Jakarta,2024-11-07 12:00:00,58.59951075,82.93273024999999
Jakarta,2024-11-07 18:00:00,79.12757575,112.178185
Jakarta,2024-11-08 00:00:00,82.814155,117.44526649999999
Jakarta,2024-11-08 06:00:00,51.4137355,72.8986425
Jakarta,2024-11-08 12:00:00,74.45886775,105.27117125000001
Jakarta,2024-11-08 18:00:00,122.7639775,173.7344325
Jakarta,2024-11-09 00:00:00,123.1047125,174.2357675
Jakarta,2024-11-09 06:00:00,59.6397465,84.26798000000001
Jakarta,2024-11-09 12:00:00,75.24432924999999,105.92093349999999
Jakarta,2024-11-09 18:00:00,107.8372225,152.110942
Jakarta,2024-11-10 00:00:00,95.77030524999999,134.8929575
Jakarta,2024-11-10 06:00:00,46.35848,65.11987825
Jakarta,2024-11-10 12:00:00,66.3421095,93.54057750000001
Jakarta,2024-11-10 18:00:00,80.5716805,113.953945
Jakarta,2024-11-11 00:00:00,74.8133285,105.707955
Jakarta,2024-11-11 06:00:00,47.028252,66.291037
Jakarta,2024-11-11 12:00:00,79.3946665,111.9750285
Jakarta,2024-11-11 18:00:00,89.60984350000001,126.72546599999998
Jakarta,2024-11-12 00:00:00,81.10188925,114.8249825
Jakarta,2024-11-12 06:00:00,29.680628,42.043907749999995
Jakarta,2024-11-12 12:00:00,64.27715875000001,91.0979165
Jakarta,2024-11-12 18:00:00,105.62047274999999,149.91127375
Jakarta,2024-11-13 00:00:00,91.862945,130.411992
Jakarta,2024-11-13 06:00:00,30.555639250000002,43.4564245
Jakarta,2024-11-13 12:00:00,44.925315,63.694784500000004
Jakarta,2024-11-13 18:00:00,114.980706,162.8968675
Jakarta,2024-11-14 00:00:00,147.2321875,208.8399925
Jakarta,2024-11-14 06:00:00,69.0862985,98.20973850000001
Jakarta,2024-11-14 12:00:00,90.21991274999999,127.30018400000002
Jakarta,2024-11-14 18:00:00,131.94821249999998,186.70505250000002
Jakarta,2024-11-15 00:00:00,157.2161915,222.38157
Jakarta,2024-11-15 06:00:00,95.24862375,134.4256025
Jakarta,2024-11-15 12:00:00,120.86562225,169.85512500000002
Jakarta,2024-11-15 18:00:00,148.2135285,209.18407000000002
Jakarta,2024-11-16 00:00:00,150.14889275,212.065515
Jakarta,2024-11-16 06:00:00,96.4053375,135.8165075
Jakarta,2024-11-16 12:00:00,81.82141250000001,115.01412
Jakarta,2024-11-16 18:00:00,91.56087975,129.25747124999998
Jakarta,2024-11-17 00:00:00,117.98181,166.8699935
Jakarta,2024-11-17 06:00:00,60.348128249999995,85.158064
Jakarta,2024-11-17 12:00:00,71.0142135,100.11697649999999
Jakarta,2024-11-17 18:00:00,80.18345675,113.50203899999998
Jakarta,2024-11-18 00:00:00,71.314275,101.16002575
Jakarta,2024-11-18 06:00:00,27.482670499999998,38.9542835
Jakarta,2024-11-18 12:00:00,60.41888325000001,85.57887625000001
Jakarta,2024-11-18 18:00:00,100.60364349999999,142.779015
Jakarta,2024-11-19 00:00:00,71.44143525,101.38040749999999
Jakarta,2024-11-19 06:00:00,33.194709249999995,47.015547
Jakarta,2024-11-19 12:00:00,60.5614905,85.73265124999999
Jakarta,2024-11-19 18:00:00,82.75392725,117.359436
Jakarta,2024-11-20 00:00:00,73.9325975,104.94966324999999
Jakarta,2024-11-20 06:00:00,32.41541425,45.95816
Jakarta,2024-11-20 12:00:00,47.78678325,67.682975
Jakarta,2024-11-20 18:00:00,69.76620249999999,98.98076225
Jakarta,2024-11-21 00:00:00,70.56541925,100.17197325000001
Jakarta,2024-11-21 06:00:00,30.063575000000004,42.708734250000006
Jakarta,2024-11-21 12:00:00,68.95390925,97.79156875000001
Jakarta,2024-11-21 18:00:00,71.2133625,101.18065999999999
Jakarta,2024-11-22 00:00:00,58.195268999999996,82.84183675
Jakarta,2024-11-22 06:00:00,25.903346749999997,37.043534750000006
Jakarta,2024-11-22 12:00:00,54.4647205,77.39468749999999
Jakarta,2024-11-22 18:00:00,57.948341000000006,82.37779499999999
Jakarta,2024-11-23 00:00:00,59.0788995,84.20386325
Jakarta,2024-11-23 06:00:00,28.200162249999998,40.31130675
Jakarta,2024-11-23 12:00:00,54.638377,77.59047025000001
Jakarta,2024-11-23 18:00:00,81.94004375,116.4516445
Jakarta,2024-11-24 00:00:00,60.19288900000001,85.71709000000001
Jakarta,2024-11-24 06:00:00,27.00880925,38.56587175
Jakarta,2024-11-24 12:00:00,50.07026875,71.13607
Jakarta,2024-11-24 18:00:00,71.49247875,101.58791425
Jakarta,2024-11-25 00:00:00,91.55849075,130.35807400000002
Jakarta,2024-11-25 06:00:00,37.579510750000004,53.8963
Jakarta,2024-11-25 12:00:00,61.30736124999999,87.17158450000001
Jakarta,2024-11-25 18:00:00,78.867515,112.12770750000001
Jakarta,2024-11-26 00:00:00,100.40582625,142.8559825
Jakarta,2024-11-26 06:00:00,45.68565325,65.484087
Jakarta,2024-11-26 12:00:00,65.2437815,92.7863775
Jakarta,2024-11-26 18:00:00,94.5136805,134.3203315
Jakarta,2024-11-27 00:00:00,83.963384,119.6137025
Jakarta,2024-11-27 06:00:00,35.31425875,51.00338274999999
Jakarta,2024-11-27 12:00:00,54.20794550000001,77.16184275
Jakarta,2024-11-27 18:00:00,77.26150374999999,109.9490435
Jakarta,2024-11-28 00:00:00,87.84085900000001,125.038725
Jakarta,2024-11-28 06:00:00,33.845474,48.715649
Jakarta,2024-11-28 12:00:00,51.69272275,73.61346400000001
Jakarta,2024-11-28 18:00:00,65.59403675,93.319727
Jakarta,2024-11-29 00:00:00,69.6947225,99.3207435
Jakarta,2024-11-29 06:00:00,27.9327425,40.580005
Jakarta,2024-11-29 12:00:00,45.1546785,64.397425
Jakarta,2024-11-29 18:00:00,66.50452675,94.82963025000001
Jakarta,2024-11-30 00:00:00,67.05025,95.52113025
Jakarta,2024-11-30 06:00:00,28.939425,41.78045325
Jakarta,2024-11-30 12:00:00,38.597989,55.022837
Jakarta,2024-11-30 18:00:00,46.93538375,66.8080125
Jakarta,2024-12-01 00:00:00,48.23272075,68.82913699999999
Jakarta,2024-12-01 06:00:00,21.2769465,30.98290325
Jakarta,2024-12-01 12:00:00,50.20572775,71.41215925
Jakarta,2024-12-01 18:00:00,59.26123825,84.34540100000001
Jakarta,2024-12-02 00:00:00,61.608887499999994,88.2219245
Jakarta,2024-12-02 06:00:00,24.9678755,36.802589
Jakarta,2024-12-02 12:00:00,38.14331275,54.87359525
Jakarta,2024-12-02 18:00:00,26.7035175,38.7662445
Jakarta,2024-12-03 00:00:00,22.1735945,32.87696875
Jakarta,2024-12-03 06:00:00,20.93078425,30.9896255
Jakarta,2024-12-03 12:00:00,34.861940749999995,50.821555000000004
Jakarta,2024-12-03 18:00:00,33.6330715,49.2462965
Jakarta,2024-12-04 00:00:00,36.953323250000004,53.6130355
Jakarta,2024-12-04 06:00:00,22.21945275,32.508566
Jakarta,2024-12-04 12:00:00,32.688547,47.01354325
Jakarta,2024-12-04 18:00:00,41.753353,59.8471395
Jakarta,2024-12-05 00:00:00,40.80038675,59.164251
Jakarta,2024-12-05 06:00:00,17.85187475,26.43017175
Jakarta,2024-12-05 12:00:00,31.333059124999995,45.08351
Jakarta,2024-12-05 18:00:00,40.643485,58.27655475
Jakarta,2024-12-06 00:00:00,36.9630595,53.51463974999999
Jakarta,2024-12-06 06:00:00,21.37774375,31.1931955
Jakarta,2024-12-06 12:00:00,63.99121625,91.03178000000001
Jakarta,2024-12-06 18:00:00,84.80987024999999,120.62696449999999
Jakarta,2024-12-07 00:00:00,62.34023325,88.869911
Jakarta,2024-12-07 06:00:00,27.99865225,40.16585825
Jakarta,2024-12-07 12:00:00,73.07956974999999,103.6042205
Jakarta,2024-12-07 18:00:00,72.94268225,103.57115325
Jakarta,2024-12-08 00:00:00,68.7967945,97.85205175
Jakarta,2024-12-08 06:00:00,33.0429945,47.129191000000006
Jakarta,2024-12-08 12:00:00,74.5859765,105.7521075
Jakarta,2024-12-08 18:00:00,92.08737500000001,130.8241625
Jakarta,2024-12-09 00:00:00,63.772659250000004,90.85783925
Jakarta,2024-12-09 06:00:00,29.37109425,42.251343500000004
Jakarta,2024-12-09 12:00:00,74.25643375,105.33376849999999
Jakarta,2024-12-09 18:00:00,77.04556875,109.549775
Jakarta,2024-12-10 00:00:00,26.9351405,38.32389
Jakarta,2024-12-10 06:00:00,12.29545875,17.72969
Jakarta,2024-12-10 12:00:00,35.6813245,51.018091500000004
Jakarta,2024-12-10 18:00:00,35.927442250000006,51.581594
Jakarta,2024-12-11 00:00:00,26.134656999999997,37.4631525
Jakarta,2024-12-11 06:00:00,18.46198915,26.774756749999998
Jakarta,2024-12-11 12:00:00,43.201865,61.52693275
Jakarta,2024-12-11 18:00:00,37.41927025,53.60143975
Jakarta,2024-12-12 00:00:00,31.61507325,45.569080750000005
Jakarta,2024-12-12 06:00:00,24.16332725,34.7164075
Jakarta,2024-12-12 12:00:00,42.15934925,58.743665
Jakarta,2024-12-12 18:00:00,51.555489,72.228645
Jakarta,2024-12-13 00:00:00,57.723127500000004,81.354529
Jakarta,2024-12-13 06:00:00,27.063066250000002,38.761384750000005
Jakarta,2024-12-13 12:00:00,42.1675845,59.8226675
Jakarta,2024-12-13 18:00:00,43.92603675,62.65906974999999
Jakarta,2024-12-14 00:00:00,37.827532749999996,53.9883445
Jakarta,2024-12-14 06:00:00,22.9915995,32.848760250000005
Jakarta,2024-12-14 12:00:00,41.73713925,59.08070525
Jakarta,2024-12-14 18:00:00,47.645939750000004,67.7285925
Jakarta,2024-12-15 00:00:00,37.908876,54.13511375
Jakarta,2024-12-15 06:00:00,29.2600505,41.805662999999996
Jakarta,2024-12-15 12:00:00,34.350477749999996,49.07187175
Jakarta,2024-12-15 18:00:00,36.42037425,52.237367500000005
Jakarta,2024-12-16 00:00:00,52.76336825,75.77057125
Jakarta,2024-12-16 06:00:00,23.31390175,34.09665725
Jakarta,2024-12-16 12:00:00,47.30098575,67.41982
Jakarta,2024-12-16 18:00:00,56.4489825,80.42224075
Jakarta,2024-12-17 00:00:00,57.76608625,82.917838
Jakarta,2024-12-17 06:00:00,27.371982,40.15642275
Jakarta,2024-12-17 12:00:00,49.0876735,70.03234275
Jakarta,2024-12-17 18:00:00,59.10783375,84.05578325
Jakarta,2024-12-18 00:00:00,66.205388,94.38696250000001
Jakarta,2024-12-18 06:00:00,23.85374375,34.4800525
Jakarta,2024-12-18 12:00:00,27.910403,39.7834585
Jakarta,2024-12-18 18:00:00,35.574188750000005,50.6995255
Jakarta,2024-12-19 00:00:00,40.33148525,57.972812999999995
Jakarta,2024-12-19 06:00:00,20.20448175,29.255546
Jakarta,2024-12-19 12:00:00,31.19586725,44.5126035
