time,latitude,longitude,pm2p5,pm10,city
2024-09-03 12:00:00,-6.75,106.5,5.513857e-08,7.7218374e-08,Jakarta
2024-09-03 12:00:00,-6.75,107.25,6.4417236e-08,9.0778485e-08,Jakarta
2024-09-03 18:00:00,-6.0,106.5,4.4359922e-08,6.203277e-08,Jakarta
2024-09-03 18:00:00,-6.0,107.25,3.7728228e-08,5.2988412e-08,Jakarta
2024-09-03 18:00:00,-6.75,106.5,9.58089e-08,1.347172e-07,Jakarta
2024-09-03 18:00:00,-6.75,107.25,1.09621624e-07,1.5464059e-07,Jakarta
2024-09-04 00:00:00,-6.0,106.5,5.7214038e-08,8.033521e-08,Jakarta
2024-09-04 00:00:00,-6.0,107.25,4.4890157e-08,6.311484e-08,Jakarta
2024-09-04 00:00:00,-6.75,106.5,1.4315629e-07,2.0167772e-07,Jakarta
2024-09-04 00:00:00,-6.75,107.25,1.321489e-07,1.8653827e-07,Jakarta
2024-09-04 06:00:00,-6.0,106.5,4.6535206e-08,6.5570475e-08,Jakarta
2024-09-04 06:00:00,-6.0,107.25,2.9461262e-08,4.147614e-08,Jakarta
2024-09-04 06:00:00,-6.75,106.5,4.9242317e-08,6.947312e-08,Jakarta
2024-09-04 06:00:00,-6.75,107.25,3.0976935e-08,4.4158696e-08,Jakarta
2024-09-04 12:00:00,-6.0,106.5,4.3634373e-08,6.121445e-08,Jakarta
2024-09-04 12:00:00,-6.0,107.25,2.3895609e-08,3.379546e-08,Jakarta
2024-09-04 12:00:00,-6.75,106.5,5.8523256e-08,8.245706e-08,Jakarta
2024-09-04 12:00:00,-6.75,107.25,5.7350917e-08,8.115012e-08,Jakarta
2024-09-04 18:00:00,-6.0,106.5,4.8486072e-08,6.81099e-08,Jakarta
2024-09-04 18:00:00,-6.0,107.25,2.9736952e-08,4.218066e-08,Jakarta
2024-09-04 18:00:00,-6.75,106.5,7.2832336e-08,1.0272561e-07,Jakarta
2024-09-04 18:00:00,-6.75,107.25,8.631457e-08,1.2216469e-07,Jakarta
2024-09-05 00:00:00,-6.0,106.5,7.9328856e-08,1.1193515e-07,Jakarta
2024-09-05 00:00:00,-6.0,107.25,7.582594e-08,1.0737995e-07,Jakarta
2024-09-05 00:00:00,-6.75,106.5,9.2112714e-08,1.3031968e-07,Jakarta
2024-09-05 00:00:00,-6.75,107.25,1.1993734e-07,1.6982631e-07,Jakarta
2024-09-05 06:00:00,-6.0,106.5,8.705729e-08,1.2323062e-07,Jakarta
2024-09-05 06:00:00,-6.0,107.25,7.2112016e-08,1.02244485e-07,Jakarta
2024-09-05 06:00:00,-6.75,106.5,4.3536147e-08,6.292203e-08,Jakarta
2024-09-05 06:00:00,-6.75,107.25,4.294452e-08,6.215396e-08,Jakarta
2024-09-05 12:00:00,-6.0,106.5,7.995959e-08,1.1289785e-07,Jakarta
2024-09-05 12:00:00,-6.0,107.25,4.9335085e-08,6.9790985e-08,Jakarta
2024-09-05 12:00:00,-6.75,106.5,6.398568e-08,9.129917e-08,Jakarta
2024-09-05 12:00:00,-6.75,107.25,6.612436e-08,9.413634e-08,Jakarta
2024-09-05 18:00:00,-6.0,106.5,7.119763e-08,1.0071619e-07,Jakarta
2024-09-05 18:00:00,-6.0,107.25,4.3879822e-08,6.2245476e-08,Jakarta
2024-09-05 18:00:00,-6.75,106.5,7.9007236e-08,1.1212512e-07,Jakarta
2024-09-05 18:00:00,-6.75,107.25,8.617269e-08,1.2212274e-07,Jakarta
2024-09-06 00:00:00,-6.0,106.5,7.7478035e-08,1.0984968e-07,Jakarta
2024-09-06 00:00:00,-6.0,107.25,5.921129e-08,8.428333e-08,Jakarta
2024-09-06 00:00:00,-6.75,106.5,9.8416194e-08,1.4003854e-07,Jakarta
2024-09-06 00:00:00,-6.75,107.25,1.0477925e-07,1.4900866e-07,Jakarta
2024-09-06 06:00:00,-6.0,106.5,7.299582e-08,1.0378426e-07,Jakarta
2024-09-06 06:00:00,-6.0,107.25,4.243884e-08,6.076061e-08,Jakarta
2024-09-06 06:00:00,-6.75,106.5,3.425498e-08,4.9673872e-08,Jakarta
2024-09-06 06:00:00,-6.75,107.25,2.683123e-08,3.904688e-08,Jakarta
2024-09-06 12:00:00,-6.0,106.5,5.1851657e-08,7.384779e-08,Jakarta
2024-09-06 12:00:00,-6.0,107.25,2.8845534e-08,4.1428393e-08,Jakarta
2024-09-06 12:00:00,-6.75,106.5,3.996638e-08,5.7525995e-08,Jakarta
2024-09-06 12:00:00,-6.75,107.25,3.9422048e-08,5.654647e-08,Jakarta
2024-09-06 18:00:00,-6.0,106.5,4.7073854e-08,6.711025e-08,Jakarta
2024-09-06 18:00:00,-6.0,107.25,3.6763822e-08,5.25597e-08,Jakarta
2024-09-06 18:00:00,-6.75,106.5,6.813093e-08,9.716587e-08,Jakarta
2024-09-06 18:00:00,-6.75,107.25,7.044923e-08,1.0023359e-07,Jakarta
2024-09-07 00:00:00,-6.0,106.5,8.845109e-08,1.2606688e-07,Jakarta
2024-09-07 00:00:00,-6.0,107.25,7.0582246e-08,1.0118811e-07,Jakarta
2024-09-07 00:00:00,-6.75,106.5,1.0578697e-07,1.5098067e-07,Jakarta
2024-09-07 00:00:00,-6.75,107.25,1.0585745e-07,1.5103205e-07,Jakarta
2024-09-07 06:00:00,-6.0,106.5,7.44094e-08,1.0647682e-07,Jakarta
2024-09-07 06:00:00,-6.0,107.25,4.5084107e-08,6.505525e-08,Jakarta
2024-09-07 06:00:00,-6.75,106.5,2.8486738e-08,4.2391548e-08,Jakarta
2024-09-07 06:00:00,-6.75,107.25,2.4517249e-08,3.6561232e-08,Jakarta
2024-09-07 12:00:00,-6.0,106.5,6.307482e-08,8.977713e-08,Jakarta
2024-09-07 12:00:00,-6.0,107.25,3.9101906e-08,5.572292e-08,Jakarta
2024-09-07 12:00:00,-6.75,106.5,5.19708e-08,7.413928e-08,Jakarta
2024-09-07 12:00:00,-6.75,107.25,5.0374183e-08,7.204471e-08,Jakarta
2024-09-07 18:00:00,-6.0,106.5,6.029029e-08,8.561733e-08,Jakarta
2024-09-07 18:00:00,-6.0,107.25,4.5141974e-08,6.421601e-08,Jakarta
2024-09-07 18:00:00,-6.75,106.5,1.3497765e-07,1.9166669e-07,Jakarta
2024-09-07 18:00:00,-6.75,107.25,1.359956e-07,1.9300501e-07,Jakarta
2024-09-08 00:00:00,-6.0,106.5,7.956737e-08,1.13142505e-07,Jakarta
2024-09-08 00:00:00,-6.0,107.25,5.572406e-08,7.955464e-08,Jakarta
2024-09-08 00:00:00,-6.75,106.5,1.3194699e-07,1.8766491e-07,Jakarta
2024-09-08 00:00:00,-6.75,107.25,1.2758142e-07,1.8152582e-07,Jakarta
2024-09-08 06:00:00,-6.0,106.5,7.1143404e-08,1.0126314e-07,Jakarta
2024-09-08 06:00:00,-6.0,107.25,4.2722604e-08,6.1104856e-08,Jakarta
2024-09-08 06:00:00,-6.75,106.5,4.0734903e-08,5.912989e-08,Jakarta
2024-09-08 06:00:00,-6.75,107.25,3.4074674e-08,4.9582013e-08,Jakarta
2024-09-08 12:00:00,-6.0,106.5,5.52468e-08,7.850258e-08,Jakarta
2024-09-08 12:00:00,-6.0,107.25,3.2190655e-08,4.6046353e-08,Jakarta
2024-09-08 12:00:00,-6.75,106.5,5.4538305e-08,7.835024e-08,Jakarta
2024-09-08 12:00:00,-6.75,107.25,5.322454e-08,7.649487e-08,Jakarta
2024-09-08 18:00:00,-6.0,106.5,3.8968665e-08,5.5677447e-08,Jakarta
2024-09-08 18:00:00,-6.0,107.25,3.6871143e-08,5.27275e-08,Jakarta
2024-09-08 18:00:00,-6.75,106.5,7.241579e-08,1.02741524e-07,Jakarta
2024-09-08 18:00:00,-6.75,107.25,7.0784836e-08,1.00617854e-07,Jakarta
2024-09-09 00:00:00,-6.0,106.5,3.587411e-08,5.1134748e-08,Jakarta
2024-09-09 00:00:00,-6.0,107.25,3.276068e-08,4.6678906e-08,Jakarta
2024-09-09 00:00:00,-6.75,106.5,9.9184945e-08,1.4085276e-07,Jakarta
2024-09-09 00:00:00,-6.75,107.25,9.528162e-08,1.3553199e-07,Jakarta
2024-09-09 06:00:00,-6.0,106.5,4.069352e-08,5.7969828e-08,Jakarta
2024-09-09 06:00:00,-6.0,107.25,3.2357775e-08,4.6093646e-08,Jakarta
2024-09-09 06:00:00,-6.75,106.5,4.3262617e-08,6.2535946e-08,Jakarta
2024-09-09 06:00:00,-6.75,107.25,3.216587e-08,4.6772584e-08,Jakarta
2024-09-09 12:00:00,-6.0,106.5,3.223886e-08,4.595404e-08,Jakarta
2024-09-09 12:00:00,-6.0,107.25,2.6372618e-08,3.7595782e-08,Jakarta
2024-09-09 12:00:00,-6.75,106.5,6.642904e-08,9.504856e-08,Jakarta
2024-09-09 12:00:00,-6.75,107.25,6.1474566e-08,8.765301e-08,Jakarta
2024-09-09 18:00:00,-6.0,106.5,4.2227725e-08,6.013897e-08,Jakarta
2024-09-09 18:00:00,-6.0,107.25,3.575144e-08,5.1042548e-08,Jakarta
2024-09-09 18:00:00,-6.75,106.5,7.967435e-08,1.1326256e-07,Jakarta
2024-09-09 18:00:00,-6.75,107.25,8.0349196e-08,1.14197064e-07,Jakarta
2024-09-10 00:00:00,-6.0,106.5,4.631761e-08,6.5977474e-08,Jakarta
2024-09-10 00:00:00,-6.0,107.25,5.2166115e-08,7.444896e-08,Jakarta
2024-09-10 00:00:00,-6.75,106.5,1.0029862e-07,1.4257193e-07,Jakarta
2024-09-10 00:00:00,-6.75,107.25,1.04925675e-07,1.4932948e-07,Jakarta
2024-09-10 06:00:00,-6.0,106.5,4.03752e-08,5.7652414e-08,Jakarta
2024-09-10 06:00:00,-6.0,107.25,4.3125965e-08,6.158916e-08,Jakarta
2024-09-10 06:00:00,-6.75,106.5,5.960737e-08,8.558936e-08,Jakarta
2024-09-10 06:00:00,-6.75,107.25,4.594176e-08,6.653727e-08,Jakarta
2024-09-10 12:00:00,-6.0,106.5,3.858395e-08,5.4963948e-08,Jakarta
2024-09-10 12:00:00,-6.0,107.25,3.5354333e-08,5.0357357e-08,Jakarta
2024-09-10 12:00:00,-6.75,106.5,8.3991836e-08,1.1944576e-07,Jakarta
2024-09-10 12:00:00,-6.75,107.25,1.0093345e-07,1.4318721e-07,Jakarta
2024-09-10 18:00:00,-6.0,106.5,5.8365003e-08,8.3315854e-08,Jakarta
2024-09-10 18:00:00,-6.0,107.25,5.3671442e-08,7.641961e-08,Jakarta
2024-09-10 18:00:00,-6.75,106.5,7.1706836e-08,1.0196072e-07,Jakarta
2024-09-10 18:00:00,-6.75,107.25,8.563575e-08,1.2170062e-07,Jakarta
2024-09-11 00:00:00,-6.0,106.5,5.2830956e-08,7.529388e-08,Jakarta
2024-09-11 00:00:00,-6.0,107.25,4.1765816e-08,5.965785e-08,Jakarta
2024-09-11 00:00:00,-6.75,106.5,7.302083e-08,1.03783805e-07,Jakarta
2024-09-11 00:00:00,-6.75,107.25,7.778772e-08,1.1068437e-07,Jakarta
2024-09-11 06:00:00,-6.0,106.5,4.3675982e-08,6.242817e-08,Jakarta
2024-09-11 06:00:00,-6.0,107.25,3.148557e-08,4.516869e-08,Jakarta
2024-09-11 06:00:00,-6.75,106.5,2.9473313e-08,4.233243e-08,Jakarta
2024-09-11 06:00:00,-6.75,107.25,2.6610678e-08,3.8428425e-08,Jakarta
2024-09-11 12:00:00,-6.0,106.5,5.4930297e-08,7.828476e-08,Jakarta
2024-09-11 12:00:00,-6.0,107.25,4.2203055e-08,6.028927e-08,Jakarta
2024-09-11 12:00:00,-6.75,106.5,5.620177e-08,7.9844085e-08,Jakarta
2024-09-11 12:00:00,-6.75,107.25,6.1172386e-08,8.7068656e-08,Jakarta
2024-09-11 18:00:00,-6.0,106.5,7.45693e-08,1.0605311e-07,Jakarta
2024-09-11 18:00:00,-6.0,107.25,6.036038e-08,8.587881e-08,Jakarta
2024-09-11 18:00:00,-6.75,106.5,9.4358484e-08,1.3356362e-07,Jakarta
2024-09-11 18:00:00,-6.75,107.25,1.0928511e-07,1.5494658e-07,Jakarta
2024-09-12 00:00:00,-6.0,106.5,5.89323e-08,8.3822556e-08,Jakarta
2024-09-12 00:00:00,-6.0,107.25,4.8803827e-08,6.937273e-08,Jakarta
2024-09-12 00:00:00,-6.75,106.5,7.22506e-08,1.0236704e-07,Jakarta
2024-09-12 00:00:00,-6.75,107.25,8.4545604e-08,1.1998236e-07,Jakarta
2024-09-12 06:00:00,-6.0,106.5,5.8608066e-08,8.3429086e-08,Jakarta
2024-09-12 06:00:00,-6.0,107.25,4.6529294e-08,6.625032e-08,Jakarta
2024-09-12 06:00:00,-6.75,106.5,2.644606e-08,3.773357e-08,Jakarta
2024-09-12 06:00:00,-6.75,107.25,2.9911234e-08,4.3188038e-08,Jakarta
2024-09-12 12:00:00,-6.0,106.5,4.5650268e-08,6.474693e-08,Jakarta
2024-09-12 12:00:00,-6.0,107.25,4.7045432e-08,6.70052e-08,Jakarta
2024-09-12 12:00:00,-6.75,106.5,3.4477353e-08,4.8657967e-08,Jakarta
2024-09-12 12:00:00,-6.75,107.25,5.0230483e-08,7.138942e-08,Jakarta
2024-09-12 18:00:00,-6.0,106.5,4.4011927e-08,6.223104e-08,Jakarta
2024-09-12 18:00:00,-6.0,107.25,5.2123767e-08,7.41785e-08,Jakarta
2024-09-12 18:00:00,-6.75,106.5,9.6871474e-08,1.3698968e-07,Jakarta
2024-09-12 18:00:00,-6.75,107.25,1.2190293e-07,1.7277989e-07,Jakarta
2024-09-13 00:00:00,-6.0,106.5,4.9826667e-08,7.106746e-08,Jakarta
2024-09-13 00:00:00,-6.0,107.25,6.190339e-08,8.8383786e-08,Jakarta
2024-09-13 00:00:00,-6.75,106.5,8.755842e-08,1.2399232e-07,Jakarta
2024-09-13 00:00:00,-6.75,107.25,1.0974145e-07,1.5557134e-07,Jakarta
2024-09-13 06:00:00,-6.0,106.5,5.255947e-08,7.4766376e-08,Jakarta
2024-09-13 06:00:00,-6.0,107.25,5.463903e-08,7.773906e-08,Jakarta
2024-09-13 06:00:00,-6.75,106.5,3.689229e-08,5.3137228e-08,Jakarta
2024-09-13 06:00:00,-6.75,107.25,3.459172e-08,4.9893515e-08,Jakarta
2024-09-13 12:00:00,-6.0,106.5,5.854872e-08,8.303641e-08,Jakarta
2024-09-13 12:00:00,-6.0,107.25,5.3930307e-08,7.637891e-08,Jakarta
2024-09-13 12:00:00,-6.75,106.5,7.825838e-08,1.10453584e-07,Jakarta
2024-09-13 12:00:00,-6.75,107.25,9.831456e-08,1.3873841e-07,Jakarta
2024-09-13 18:00:00,-6.0,106.5,6.441934e-08,9.1319635e-08,Jakarta
2024-09-13 18:00:00,-6.0,107.25,6.2763775e-08,8.870006e-08,Jakarta
2024-09-13 18:00:00,-6.75,106.5,1.3010072e-07,1.8437936e-07,Jakarta
2024-09-13 18:00:00,-6.75,107.25,1.728485e-07,2.4484473e-07,Jakarta
2024-09-14 00:00:00,-6.0,106.5,8.950565e-08,1.270273e-07,Jakarta
2024-09-14 00:00:00,-6.0,107.25,8.58704e-08,1.2168493e-07,Jakarta
2024-09-14 00:00:00,-6.75,106.5,1.345743e-07,1.9106665e-07,Jakarta
2024-09-14 00:00:00,-6.75,107.25,1.5229034e-07,2.1622782e-07,Jakarta
2024-09-14 06:00:00,-6.0,106.5,8.218558e-08,1.1672819e-07,Jakarta
2024-09-14 06:00:00,-6.0,107.25,5.62668e-08,8.0060545e-08,Jakarta
2024-09-14 06:00:00,-6.75,106.5,2.9332568e-08,4.223557e-08,Jakarta
2024-09-14 06:00:00,-6.75,107.25,2.5967438e-08,3.753621e-08,Jakarta
2024-09-14 12:00:00,-6.0,106.5,7.6167e-08,1.0785834e-07,Jakarta
2024-09-14 12:00:00,-6.0,107.25,5.611082e-08,7.952667e-08,Jakarta
2024-09-14 12:00:00,-6.75,106.5,7.6278184e-08,1.0717622e-07,Jakarta
2024-09-14 12:00:00,-6.75,107.25,8.958e-08,1.2655755e-07,Jakarta
2024-09-14 18:00:00,-6.0,106.5,7.5901426e-08,1.0713484e-07,Jakarta
2024-09-14 18:00:00,-6.0,107.25,6.7917995e-08,9.625546e-08,Jakarta
2024-09-14 18:00:00,-6.75,106.5,1.4178272e-07,1.9980894e-07,Jakarta
2024-09-14 18:00:00,-6.75,107.25,1.6498598e-07,2.3357256e-07,Jakarta
2024-09-15 00:00:00,-6.0,106.5,8.814902e-08,1.2446071e-07,Jakarta
2024-09-15 00:00:00,-6.0,107.25,7.911251e-08,1.1196744e-07,Jakarta
2024-09-15 00:00:00,-6.75,106.5,1.3277884e-07,1.8644118e-07,Jakarta
2024-09-15 00:00:00,-6.75,107.25,1.4624834e-07,2.0596485e-07,Jakarta
2024-09-15 06:00:00,-6.0,106.5,8.872735e-08,1.2535816e-07,Jakarta
2024-09-15 06:00:00,-6.0,107.25,6.5030235e-08,9.185783e-08,Jakarta
2024-09-15 06:00:00,-6.75,106.5,3.5960284e-08,5.012498e-08,Jakarta
2024-09-15 06:00:00,-6.75,107.25,3.2119488e-08,4.547519e-08,Jakarta
2024-09-15 12:00:00,-6.0,106.5,6.858642e-08,9.666485e-08,Jakarta
2024-09-15 12:00:00,-6.0,107.25,4.6057266e-08,6.493349e-08,Jakarta
2024-09-15 12:00:00,-6.75,106.5,7.418606e-08,1.03456046e-07,Jakarta
2024-09-15 12:00:00,-6.75,107.25,7.8411574e-08,1.1026759e-07,Jakarta
2024-09-15 18:00:00,-6.0,106.5,7.094019e-08,9.962832e-08,Jakarta
2024-09-15 18:00:00,-6.0,107.25,5.0434664e-08,7.113056e-08,Jakarta
2024-09-15 18:00:00,-6.75,106.5,1.6550257e-07,2.3338282e-07,Jakarta
2024-09-15 18:00:00,-6.75,107.25,1.9832197e-07,2.8042155e-07,Jakarta
2024-09-16 00:00:00,-6.0,106.5,6.9728e-08,9.827613e-08,Jakarta
2024-09-16 00:00:00,-6.0,107.25,6.188043e-08,8.731058e-08,Jakarta
2024-09-16 00:00:00,-6.75,106.5,1.299411e-07,1.8366222e-07,Jakarta
2024-09-16 00:00:00,-6.75,107.25,1.344448e-07,1.9021331e-07,Jakarta
2024-09-16 06:00:00,-6.0,106.5,6.9436055e-08,9.798555e-08,Jakarta
2024-09-16 06:00:00,-6.0,107.25,4.40034e-08,6.216101e-08,Jakarta
2024-09-16 06:00:00,-6.75,106.5,2.131219e-08,3.0235128e-08,Jakarta
2024-09-16 06:00:00,-6.75,107.25,1.9501613e-08,2.771003e-08,Jakarta
2024-09-16 12:00:00,-6.0,106.5,5.360772e-08,7.5418825e-08,Jakarta
2024-09-16 12:00:00,-6.0,107.25,4.3689283e-08,6.146263e-08,Jakarta
2024-09-16 12:00:00,-6.75,106.5,4.7452488e-08,6.683035e-08,Jakarta
2024-09-16 12:00:00,-6.75,107.25,6.420794e-08,9.062137e-08,Jakarta
2024-09-16 18:00:00,-6.0,106.5,5.2953226e-08,7.464473e-08,Jakarta
2024-09-16 18:00:00,-6.0,107.25,5.0949325e-08,7.177027e-08,Jakarta
2024-09-16 18:00:00,-6.75,106.5,1.1540294e-07,1.6342585e-07,Jakarta
2024-09-16 18:00:00,-6.75,107.25,1.4808433e-07,2.0981327e-07,Jakarta
2024-09-17 00:00:00,-6.0,106.5,5.797483e-08,8.190966e-08,Jakarta
2024-09-17 00:00:00,-6.0,107.25,4.2656893e-08,6.032417e-08,Jakarta
2024-09-17 00:00:00,-6.75,106.5,1.2917417e-07,1.8322055e-07,Jakarta
2024-09-17 00:00:00,-6.75,107.25,1.3121837e-07,1.8612593e-07,Jakarta
2024-09-17 06:00:00,-6.0,106.5,4.9325195e-08,6.9801445e-08,Jakarta
2024-09-17 06:00:00,-6.0,107.25,3.4907657e-08,4.937158e-08,Jakarta
2024-09-17 06:00:00,-6.75,106.5,2.7742317e-08,3.9481392e-08,Jakarta
2024-09-17 06:00:00,-6.75,107.25,2.3765438e-08,3.386151e-08,Jakarta
2024-09-17 12:00:00,-6.0,106.5,3.9160568e-08,5.518723e-08,Jakarta
2024-09-17 12:00:00,-6.0,107.25,3.5499966e-08,5.0082804e-08,Jakarta
2024-09-17 12:00:00,-6.75,106.5,5.4777388e-08,7.7081836e-08,Jakarta
2024-09-17 12:00:00,-6.75,107.25,7.248184e-08,1.02209924e-07,Jakarta
2024-09-17 18:00:00,-6.0,106.5,3.976362e-08,5.596371e-08,Jakarta
2024-09-17 18:00:00,-6.0,107.25,4.9085884e-08,6.922312e-08,Jakarta
2024-09-17 18:00:00,-6.75,106.5,9.028281e-08,1.2719227e-07,Jakarta
2024-09-17 18:00:00,-6.75,107.25,1.3679141e-07,1.9333709e-07,Jakarta
2024-09-18 00:00:00,-6.0,106.5,4.742128e-08,6.710184e-08,Jakarta
2024-09-18 00:00:00,-6.0,107.25,6.677374e-08,9.4416464e-08,Jakarta
2024-09-18 00:00:00,-6.75,106.5,6.101618e-08,8.6332875e-08,Jakarta
2024-09-18 00:00:00,-6.75,107.25,9.3576546e-08,1.3252838e-07,Jakarta
2024-09-18 06:00:00,-6.0,106.5,4.218691e-08,5.986249e-08,Jakarta
2024-09-18 06:00:00,-6.0,107.25,4.966978e-08,7.045401e-08,Jakarta
2024-09-18 06:00:00,-6.75,106.5,1.2290911e-08,1.7703314e-08,Jakarta
2024-09-18 06:00:00,-6.75,107.25,1.5757905e-08,2.2718268e-08,Jakarta
2024-09-18 12:00:00,-6.0,106.5,3.558125e-08,5.041511e-08,Jakarta
2024-09-18 12:00:00,-6.0,107.25,4.534877e-08,6.405435e-08,Jakarta
2024-09-18 12:00:00,-6.75,106.5,3.1285253e-08,4.4264198e-08,Jakarta
2024-09-18 12:00:00,-6.75,107.25,4.979097e-08,7.022709e-08,Jakarta
2024-09-18 18:00:00,-6.0,106.5,4.482024e-08,6.3537755e-08,Jakarta
2024-09-18 18:00:00,-6.0,107.25,5.224547e-08,7.370704e-08,Jakarta
2024-09-18 18:00:00,-6.75,106.5,1.10793735e-07,1.5687317e-07,Jakarta
2024-09-18 18:00:00,-6.75,107.25,1.5164733e-07,2.146021e-07,Jakarta
2024-09-19 00:00:00,-6.0,106.5,4.9230493e-08,6.982168e-08,Jakarta
2024-09-19 00:00:00,-6.0,107.25,5.363222e-08,7.5732714e-08,Jakarta
2024-09-19 00:00:00,-6.75,106.5,9.426549e-08,1.3373915e-07,Jakarta
2024-09-19 00:00:00,-6.75,107.25,1.1543125e-07,1.637095e-07,Jakarta
2024-09-19 06:00:00,-6.0,106.5,4.9103278e-08,6.964831e-08,Jakarta
2024-09-19 06:00:00,-6.0,107.25,4.6603077e-08,6.580865e-08,Jakarta
2024-09-19 06:00:00,-6.75,106.5,3.0812885e-08,4.390313e-08,Jakarta
2024-09-19 06:00:00,-6.75,107.25,3.163609e-08,4.5138222e-08,Jakarta
2024-09-19 12:00:00,-6.0,106.5,3.991545e-08,5.6616955e-08,Jakarta
2024-09-19 12:00:00,-6.0,107.25,4.0246732e-08,5.6744057e-08,Jakarta
2024-09-19 12:00:00,-6.75,106.5,4.9035748e-08,6.927439e-08,Jakarta
2024-09-19 12:00:00,-6.75,107.25,6.210007e-08,8.772554e-08,Jakarta
2024-09-19 18:00:00,-6.0,106.5,4.482206e-08,6.344408e-08,Jakarta
2024-09-19 18:00:00,-6.0,107.25,4.5065235e-08,6.359653e-08,Jakarta
2024-09-19 18:00:00,-6.75,106.5,1.0119663e-07,1.4292368e-07,Jakarta
2024-09-19 18:00:00,-6.75,107.25,1.2521718e-07,1.7717389e-07,Jakarta
2024-09-20 00:00:00,-6.0,106.5,7.717176e-08,1.0859287e-07,Jakarta
2024-09-20 00:00:00,-6.0,107.25,6.4264555e-08,9.0534854e-08,Jakarta
2024-09-20 00:00:00,-6.75,106.5,1.5699118e-07,2.2225402e-07,Jakarta
2024-09-20 00:00:00,-6.75,107.25,1.6509102e-07,2.3416135e-07,Jakarta
2024-09-20 06:00:00,-6.0,106.5,6.6729854e-08,9.392056e-08,Jakarta
